Win#   	MACD-8  	roll  	rolls since shift
02185  	37ec56d6  	938235606  	429497
02186  	37f2e48f  	938665103  	429497
02187  	37f97248  	939094600  	429497
02188  	38000000  	939524096  	429496
02189  	38068db9  	939953593  	429497
02190  	380d1b72  	940383090  	429497
02191  	3813a92a  	940812586  	429496
02192  	381a36e3  	941242083  	429497
02193  	3820c49c  	941671580  	429497
02194  	38275255  	942101077  	429497
02195  	382de00d  	942530573  	429496
02196  	38346dc6  	942960070  	429497
02197  	383afb7f  	943389567  	429497
02198  	38418938  	943819064  	429497
02199  	384816f0  	944248560  	429496
02200  	384ea4a9  	944678057  	429497
02201  	38553262  	945107554  	429497
02202  	385bc01a  	945537050  	429496
02203  	38624dd3  	945966547  	429497
02204  	3868db8c  	946396044  	429497
02205  	386f6945  	946825541  	429497
02206  	3875f6fd  	947255037  	429496
02207  	387c84b6  	947684534  	429497
02208  	3883126f  	948114031  	429497
02209  	3889a028  	948543528  	429497
02210  	38902de0  	948973024  	429496
02211  	3896bb99  	949402521  	429497
02212  	389d4952  	949832018  	429497
02213  	38a3d70b  	950261515  	429497
02214  	38aa64c3  	950691011  	429496
02215  	38b0f27c  	951120508  	429497
02216  	38b78035  	951550005  	429497
02217  	38be0ded  	951979501  	429496
02218  	38c49ba6  	952408998  	429497
02219  	38cb295f  	952838495  	429497
02220  	38d1b718  	953267992  	429497
02221  	38d844d0  	953697488  	429496
02222  	38ded289  	954126985  	429497
02223  	38e56042  	954556482  	429497
02224  	38ebedfb  	954985979  	429497
02225  	38f27bb3  	955415475  	429496
02226  	38f9096c  	955844972  	429497
02227  	38ff9725  	956274469  	429497
02228  	390624dd  	956703965  	429496
02229  	390cb296  	957133462  	429497
02230  	3913404f  	957562959  	429497
02231  	3919ce08  	957992456  	429497
02232  	39205bc0  	958421952  	429496
02233  	3926e979  	958851449  	429497
02234  	392d7732  	959280946  	429497
02235  	393404eb  	959710443  	429497
02236  	393a92a3  	960139939  	429496
02237  	3941205c  	960569436  	429497
02238  	3947ae15  	960998933  	429497
02239  	394e3bcd  	961428429  	429496
02240  	3954c986  	961857926  	429497
02241  	395b573f  	962287423  	429497
02242  	3961e4f8  	962716920  	429497
02243  	396872b0  	963146416  	429496
02244  	396f0069  	963575913  	429497
02245  	39758e22  	964005410  	429497
02246  	397c1bdb  	964434907  	429497
02247  	3982a993  	964864403  	429496
02248  	3989374c  	965293900  	429497
02249  	398fc505  	965723397  	429497
02250  	399652be  	966152894  	429497
02251  	399ce076  	966582390  	429496
02252  	39a36e2f  	967011887  	429497
02253  	39a9fbe8  	967441384  	429497
02254  	39b089a0  	967870880  	429496
02255  	39b71759  	968300377  	429497
02256  	39bda512  	968729874  	429497
02257  	39c432cb  	969159371  	429497
02258  	39cac083  	969588867  	429496
02259  	39d14e3c  	970018364  	429497
02260  	39d7dbf5  	970447861  	429497
02261  	39de69ae  	970877358  	429497
02262  	39e4f766  	971306854  	429496
02263  	39eb851f  	971736351  	429497
02264  	39f212d8  	972165848  	429497
02265  	39f8a090  	972595344  	429496
02266  	39ff2e49  	973024841  	429497
02267  	3a05bc02  	973454338  	429497
02268  	3a0c49bb  	973883835  	429497
02269  	3a12d773  	974313331  	429496
02270  	3a19652c  	974742828  	429497
02271  	3a1ff2e5  	975172325  	429497
02272  	3a26809e  	975601822  	429497
02273  	3a2d0e56  	976031318  	429496
02274  	3a339c0f  	976460815  	429497
02275  	3a3a29c8  	976890312  	429497
02276  	3a40b780  	977319808  	429496
02277  	3a474539  	977749305  	429497
02278  	3a4dd2f2  	978178802  	429497
02279  	3a5460ab  	978608299  	429497
02280  	3a5aee63  	979037795  	429496
02281  	3a617c1c  	979467292  	429497
02282  	3a6809d5  	979896789  	429497
02283  	3a6e978e  	980326286  	429497
02284  	3a752546  	980755782  	429496
02285  	3a7bb2ff  	981185279  	429497
02286  	3a8240b8  	981614776  	429497
02287  	3a88ce71  	982044273  	429497
02288  	3a8f5c29  	982473769  	429496
02289  	3a95e9e2  	982903266  	429497
02290  	3a9c779b  	983332763  	429497
02291  	3aa30553  	983762259  	429496
02292  	3aa9930c  	984191756  	429497
02293  	3ab020c5  	984621253  	429497
02294  	3ab6ae7e  	985050750  	429497
02295  	3abd3c36  	985480246  	429496
02296  	3ac3c9ef  	985909743  	429497
02297  	3aca57a8  	986339240  	429497
02298  	3ad0e561  	986768737  	429497
02299  	3ad77319  	987198233  	429496
02300  	3ade00d2  	987627730  	429497
02301  	3ae48e8b  	988057227  	429497
02302  	3aeb1c43  	988486723  	429496
02303  	3af1a9fc  	988916220  	429497
02304  	3af837b5  	989345717  	429497
02305  	3afec56e  	989775214  	429497
02306  	3b055326  	990204710  	429496
02307  	3b0be0df  	990634207  	429497
02308  	3b126e98  	991063704  	429497
02309  	3b18fc51  	991493201  	429497
02310  	3b1f8a09  	991922697  	429496
02311  	3b2617c2  	992352194  	429497
02312  	3b2ca57b  	992781691  	429497
02313  	3b333333  	993211187  	429496
02314  	3b39c0ec  	993640684  	429497
02315  	3b404ea5  	994070181  	429497
02316  	3b46dc5e  	994499678  	429497
02317  	3b4d6a16  	994929174  	429496
02318  	3b53f7cf  	995358671  	429497
02319  	3b5a8588  	995788168  	429497
02320  	3b611341  	996217665  	429497
02321  	3b67a0f9  	996647161  	429496
02322  	3b6e2eb2  	997076658  	429497
02323  	3b74bc6b  	997506155  	429497
02324  	3b7b4a23  	997935651  	429496
02325  	3b81d7dc  	998365148  	429497
02326  	3b886595  	998794645  	429497
02327  	3b8ef34e  	999224142  	429497
02328  	3b958106  	999653638  	429496
02329  	3b9c0ebf  	1000083135  	429497
02330  	3ba29c78  	1000512632  	429497
02331  	3ba92a31  	1000942129  	429497
02332  	3bafb7e9  	1001371625  	429496
02333  	3bb645a2  	1001801122  	429497
02334  	3bbcd35b  	1002230619  	429497
02335  	3bc36114  	1002660116  	429497
02336  	3bc9eecc  	1003089612  	429496
02337  	3bd07c85  	1003519109  	429497
02338  	3bd70a3e  	1003948606  	429497
02339  	3bdd97f6  	1004378102  	429496
02340  	3be425af  	1004807599  	429497
02341  	3beab368  	1005237096  	429497
02342  	3bf14121  	1005666593  	429497
02343  	3bf7ced9  	1006096089  	429496
02344  	3bfe5c92  	1006525586  	429497
02345  	3c04ea4b  	1006955083  	429497
02346  	3c0b7804  	1007384580  	429497
02347  	3c1205bc  	1007814076  	429496
02348  	3c189375  	1008243573  	429497
02349  	3c1f212e  	1008673070  	429497
02350  	3c25aee6  	1009102566  	429496
02351  	3c2c3c9f  	1009532063  	429497
02352  	3c32ca58  	1009961560  	429497
02353  	3c395811  	1010391057  	429497
02354  	3c3fe5c9  	1010820553  	429496
02355  	3c467382  	1011250050  	429497
02356  	3c4d013b  	1011679547  	429497
02357  	3c538ef4  	1012109044  	429497
02358  	3c5a1cac  	1012538540  	429496
02359  	3c60aa65  	1012968037  	429497
02360  	3c67381e  	1013397534  	429497
02361  	3c6dc5d6  	1013827030  	429496
02362  	3c74538f  	1014256527  	429497
02363  	3c7ae148  	1014686024  	429497
02364  	3c816f01  	1015115521  	429497
02365  	3c87fcb9  	1015545017  	429496
02366  	3c8e8a72  	1015974514  	429497
02367  	3c95182b  	1016404011  	429497
02368  	3c9ba5e4  	1016833508  	429497
02369  	3ca2339c  	1017263004  	429496
02370  	3ca8c155  	1017692501  	429497
02371  	3caf4f0e  	1018121998  	429497
02372  	3cb5dcc7  	1018551495  	429497
02373  	3cbc6a7f  	1018980991  	429496
02374  	3cc2f838  	1019410488  	429497
02375  	3cc985f1  	1019839985  	429497
02376  	3cd013a9  	1020269481  	429496
02377  	3cd6a162  	1020698978  	429497
02378  	3cdd2f1b  	1021128475  	429497
02379  	3ce3bcd4  	1021557972  	429497
02380  	3cea4a8c  	1021987468  	429496
02381  	3cf0d845  	1022416965  	429497
02382  	3cf765fe  	1022846462  	429497
02383  	3cfdf3b7  	1023275959  	429497
02384  	3d04816f  	1023705455  	429496
02385  	3d0b0f28  	1024134952  	429497
02386  	3d119ce1  	1024564449  	429497
02387  	3d182a99  	1024993945  	429496
02388  	3d1eb852  	1025423442  	429497
02389  	3d25460b  	1025852939  	429497
02390  	3d2bd3c4  	1026282436  	429497
02391  	3d32617c  	1026711932  	429496
02392  	3d38ef35  	1027141429  	429497
02393  	3d3f7cee  	1027570926  	429497
02394  	3d460aa7  	1028000423  	429497
02395  	3d4c985f  	1028429919  	429496
02396  	3d532618  	1028859416  	429497
02397  	3d59b3d1  	1029288913  	429497
02398  	3d604189  	1029718409  	429496
02399  	3d66cf42  	1030147906  	429497
02400  	3d6d5cfb  	1030577403  	429497
02401  	3d73eab4  	1031006900  	429497
02402  	3d7a786c  	1031436396  	429496
02403  	3d810625  	1031865893  	429497
02404  	3d8793de  	1032295390  	429497
02405  	3d8e2197  	1032724887  	429497
02406  	3d94af4f  	1033154383  	429496
02407  	3d9b3d08  	1033583880  	429497
02408  	3da1cac1  	1034013377  	429497
02409  	3da8587a  	1034442874  	429497
02410  	3daee632  	1034872370  	429496
02411  	3db573eb  	1035301867  	429497
02412  	3dbc01a4  	1035731364  	429497
02413  	3dc28f5c  	1036160860  	429496
02414  	3dc91d15  	1036590357  	429497
02415  	3dcfaace  	1037019854  	429497
02416  	3dd63887  	1037449351  	429497
02417  	3ddcc63f  	1037878847  	429496
02418  	3de353f8  	1038308344  	429497
02419  	3de9e1b1  	1038737841  	429497
02420  	3df06f6a  	1039167338  	429497
02421  	3df6fd22  	1039596834  	429496
02422  	3dfd8adb  	1040026331  	429497
02423  	3e041894  	1040455828  	429497
02424  	3e0aa64c  	1040885324  	429496
02425  	3e113405  	1041314821  	429497
02426  	3e17c1be  	1041744318  	429497
02427  	3e1e4f77  	1042173815  	429497
02428  	3e24dd2f  	1042603311  	429496
02429  	3e2b6ae8  	1043032808  	429497
02430  	3e31f8a1  	1043462305  	429497
02431  	3e38865a  	1043891802  	429497
02432  	3e3f1412  	1044321298  	429496
02433  	3e45a1cb  	1044750795  	429497
02434  	3e4c2f84  	1045180292  	429497
02435  	3e52bd3c  	1045609788  	429496
02436  	3e594af5  	1046039285  	429497
02437  	3e5fd8ae  	1046468782  	429497
02438  	3e666667  	1046898279  	429497
02439  	3e6cf41f  	1047327775  	429496
02440  	3e7381d8  	1047757272  	429497
02441  	3e7a0f91  	1048186769  	429497
02442  	3e809d4a  	1048616266  	429497
02443  	3e872b02  	1049045762  	429496
02444  	3e8db8bb  	1049475259  	429497
02445  	3e944674  	1049904756  	429497
02446  	3e9ad42c  	1050334252  	429496
02447  	3ea161e5  	1050763749  	429497
02448  	3ea7ef9e  	1051193246  	429497
02449  	3eae7d57  	1051622743  	429497
02450  	3eb50b0f  	1052052239  	429496
02451  	3ebb98c8  	1052481736  	429497
02452  	3ec22681  	1052911233  	429497
02453  	3ec8b43a  	1053340730  	429497
02454  	3ecf41f2  	1053770226  	429496
02455  	3ed5cfab  	1054199723  	429497
02456  	3edc5d64  	1054629220  	429497
02457  	3ee2eb1d  	1055058717  	429497
02458  	3ee978d5  	1055488213  	429496
02459  	3ef0068e  	1055917710  	429497
02460  	3ef69447  	1056347207  	429497
02461  	3efd21ff  	1056776703  	429496
02462  	3f03afb8  	1057206200  	429497
02463  	3f0a3d71  	1057635697  	429497
02464  	3f10cb2a  	1058065194  	429497
02465  	3f1758e2  	1058494690  	429496
02466  	3f1de69b  	1058924187  	429497
02467  	3f247454  	1059353684  	429497
02468  	3f2b020d  	1059783181  	429497
02469  	3f318fc5  	1060212677  	429496
02470  	3f381d7e  	1060642174  	429497
02471  	3f3eab37  	1061071671  	429497
02472  	3f4538ef  	1061501167  	429496
02473  	3f4bc6a8  	1061930664  	429497
02474  	3f525461  	1062360161  	429497
02475  	3f58e21a  	1062789658  	429497
02476  	3f5f6fd2  	1063219154  	429496
02477  	3f65fd8b  	1063648651  	429497
02478  	3f6c8b44  	1064078148  	429497
02479  	3f7318fd  	1064507645  	429497
02480  	3f79a6b5  	1064937141  	429496
02481  	3f80346e  	1065366638  	429497
02482  	3f86c227  	1065796135  	429497
02483  	3f8d4fdf  	1066225631  	429496
02484  	3f93dd98  	1066655128  	429497
02485  	3f9a6b51  	1067084625  	429497
02486  	3fa0f90a  	1067514122  	429497
02487  	3fa786c2  	1067943618  	429496
02488  	3fae147b  	1068373115  	429497
02489  	3fb4a234  	1068802612  	429497
02490  	3fbb2fed  	1069232109  	429497
02491  	3fc1bda5  	1069661605  	429496
02492  	3fc84b5e  	1070091102  	429497
02493  	3fced917  	1070520599  	429497
02494  	3fd566d0  	1070950096  	429497
02495  	3fdbf488  	1071379592  	429496
02496  	3fe28241  	1071809089  	429497
02497  	3fe90ffa  	1072238586  	429497
02498  	3fef9db2  	1072668082  	429496
02499  	3ff62b6b  	1073097579  	429497
02500  	3ffcb924  	1073527076  	429497
02501  	400346dd  	1073956573  	429497
02502  	4009d495  	1074386069  	429496
02503  	4010624e  	1074815566  	429497
02504  	4016f007  	1075245063  	429497
02505  	401d7dc0  	1075674560  	429497
02506  	40240b78  	1076104056  	429496
02507  	402a9931  	1076533553  	429497
02508  	403126ea  	1076963050  	429497
02509  	4037b4a2  	1077392546  	429496
02510  	403e425b  	1077822043  	429497
02511  	4044d014  	1078251540  	429497
02512  	404b5dcd  	1078681037  	429497
02513  	4051eb85  	1079110533  	429496
02514  	4058793e  	1079540030  	429497
02515  	405f06f7  	1079969527  	429497
02516  	406594b0  	1080399024  	429497
02517  	406c2268  	1080828520  	429496
02518  	4072b021  	1081258017  	429497
02519  	40793dda  	1081687514  	429497
02520  	407fcb92  	1082117010  	429496
02521  	4086594b  	1082546507  	429497
02522  	408ce704  	1082976004  	429497
02523  	409374bd  	1083405501  	429497
02524  	409a0275  	1083834997  	429496
02525  	40a0902e  	1084264494  	429497
02526  	40a71de7  	1084693991  	429497
02527  	40adaba0  	1085123488  	429497
02528  	40b43958  	1085552984  	429496
02529  	40bac711  	1085982481  	429497
02530  	40c154ca  	1086411978  	429497
02531  	40c7e282  	1086841474  	429496
02532  	40ce703b  	1087270971  	429497
02533  	40d4fdf4  	1087700468  	429497
02534  	40db8bad  	1088129965  	429497
02535  	40e21965  	1088559461  	429496
02536  	40e8a71e  	1088988958  	429497
02537  	40ef34d7  	1089418455  	429497
02538  	40f5c290  	1089847952  	429497
02539  	40fc5048  	1090277448  	429496
02540  	4102de01  	1090706945  	429497
02541  	41096bba  	1091136442  	429497
02542  	410ff973  	1091565939  	429497
02543  	4116872b  	1091995435  	429496
02544  	411d14e4  	1092424932  	429497
02545  	4123a29d  	1092854429  	429497
02546  	412a3055  	1093283925  	429496
02547  	4130be0e  	1093713422  	429497
02548  	41374bc7  	1094142919  	429497
02549  	413dd980  	1094572416  	429497
02550  	41446738  	1095001912  	429496
02551  	414af4f1  	1095431409  	429497
02552  	415182aa  	1095860906  	429497
02553  	41581063  	1096290403  	429497
02554  	415e9e1b  	1096719899  	429496
02555  	41652bd4  	1097149396  	429497
02556  	416bb98d  	1097578893  	429497
02557  	41724745  	1098008389  	429496
02558  	4178d4fe  	1098437886  	429497
02559  	417f62b7  	1098867383  	429497
02560  	4185f070  	1099296880  	429497
02561  	418c7e28  	1099726376  	429496
02562  	41930be1  	1100155873  	429497
02563  	4199999a  	1100585370  	429497
02564  	41a02753  	1101014867  	429497
02565  	41a6b50b  	1101444363  	429496
02566  	41ad42c4  	1101873860  	429497
02567  	41b3d07d  	1102303357  	429497
02568  	41ba5e35  	1102732853  	429496
02569  	41c0ebee  	1103162350  	429497
02570  	41c779a7  	1103591847  	429497
02571  	41ce0760  	1104021344  	429497
02572  	41d49518  	1104450840  	429496
02573  	41db22d1  	1104880337  	429497
02574  	41e1b08a  	1105309834  	429497
02575  	41e83e43  	1105739331  	429497
02576  	41eecbfb  	1106168827  	429496
02577  	41f559b4  	1106598324  	429497
02578  	41fbe76d  	1107027821  	429497
02579  	42027526  	1107457318  	429497
02580  	420902de  	1107886814  	429496
02581  	420f9097  	1108316311  	429497
02582  	42161e50  	1108745808  	429497
02583  	421cac08  	1109175304  	429496
02584  	422339c1  	1109604801  	429497
02585  	4229c77a  	1110034298  	429497
02586  	42305533  	1110463795  	429497
02587  	4236e2eb  	1110893291  	429496
02588  	423d70a4  	1111322788  	429497
02589  	4243fe5d  	1111752285  	429497
02590  	424a8c16  	1112181782  	429497
02591  	425119ce  	1112611278  	429496
02592  	4257a787  	1113040775  	429497
02593  	425e3540  	1113470272  	429497
02594  	4264c2f8  	1113899768  	429496
02595  	426b50b1  	1114329265  	429497
02596  	4271de6a  	1114758762  	429497
02597  	42786c23  	1115188259  	429497
02598  	427ef9db  	1115617755  	429496
02599  	42858794  	1116047252  	429497
02600  	428c154d  	1116476749  	429497
02601  	4292a306  	1116906246  	429497
02602  	429930be  	1117335742  	429496
02603  	429fbe77  	1117765239  	429497
02604  	42a64c30  	1118194736  	429497
02605  	42acd9e8  	1118624232  	429496
02606  	42b367a1  	1119053729  	429497
02607  	42b9f55a  	1119483226  	429497
02608  	42c08313  	1119912723  	429497
02609  	42c710cb  	1120342219  	429496
02610  	42cd9e84  	1120771716  	429497
02611  	42d42c3d  	1121201213  	429497
02612  	42dab9f6  	1121630710  	429497
02613  	42e147ae  	1122060206  	429496
02614  	42e7d567  	1122489703  	429497
02615  	42ee6320  	1122919200  	429497
02616  	42f4f0d9  	1123348697  	429497
02617  	42fb7e91  	1123778193  	429496
02618  	43020c4a  	1124207690  	429497
02619  	43089a03  	1124637187  	429497
02620  	430f27bb  	1125066683  	429496
02621  	4315b574  	1125496180  	429497
02622  	431c432d  	1125925677  	429497
02623  	4322d0e6  	1126355174  	429497
02624  	43295e9e  	1126784670  	429496
02625  	432fec57  	1127214167  	429497
02626  	43367a10  	1127643664  	429497
02627  	433d07c9  	1128073161  	429497
02628  	43439581  	1128502657  	429496
02629  	434a233a  	1128932154  	429497
02630  	4350b0f3  	1129361651  	429497
02631  	43573eab  	1129791147  	429496
02632  	435dcc64  	1130220644  	429497
02633  	43645a1d  	1130650141  	429497
02634  	436ae7d6  	1131079638  	429497
02635  	4371758e  	1131509134  	429496
02636  	43780347  	1131938631  	429497
02637  	437e9100  	1132368128  	429497
02638  	43851eb9  	1132797625  	429497
02639  	438bac71  	1133227121  	429496
02640  	43923a2a  	1133656618  	429497
02641  	4398c7e3  	1134086115  	429497
02642  	439f559b  	1134515611  	429496
02643  	43a5e354  	1134945108  	429497
02644  	43ac710d  	1135374605  	429497
02645  	43b2fec6  	1135804102  	429497
02646  	43b98c7e  	1136233598  	429496
02647  	43c01a37  	1136663095  	429497
02648  	43c6a7f0  	1137092592  	429497
02649  	43cd35a9  	1137522089  	429497
02650  	43d3c361  	1137951585  	429496
02651  	43da511a  	1138381082  	429497
02652  	43e0ded3  	1138810579  	429497
02653  	43e76c8b  	1139240075  	429496
02654  	43edfa44  	1139669572  	429497
02655  	43f487fd  	1140099069  	429497
02656  	43fb15b6  	1140528566  	429497
02657  	4401a36e  	1140958062  	429496
02658  	44083127  	1141387559  	429497
02659  	440ebee0  	1141817056  	429497
02660  	44154c99  	1142246553  	429497
02661  	441bda51  	1142676049  	429496
02662  	4422680a  	1143105546  	429497
02663  	4428f5c3  	1143535043  	429497
02664  	442f837c  	1143964540  	429497
02665  	44361134  	1144394036  	429496
02666  	443c9eed  	1144823533  	429497
02667  	44432ca6  	1145253030  	429497
02668  	4449ba5e  	1145682526  	429496
02669  	44504817  	1146112023  	429497
02670  	4456d5d0  	1146541520  	429497
02671  	445d6389  	1146971017  	429497
02672  	4463f141  	1147400513  	429496
02673  	446a7efa  	1147830010  	429497
02674  	44710cb3  	1148259507  	429497
02675  	44779a6c  	1148689004  	429497
02676  	447e2824  	1149118500  	429496
02677  	4484b5dd  	1149547997  	429497
02678  	448b4396  	1149977494  	429497
02679  	4491d14e  	1150406990  	429496
02680  	44985f07  	1150836487  	429497
02681  	449eecc0  	1151265984  	429497
02682  	44a57a79  	1151695481  	429497
02683  	44ac0831  	1152124977  	429496
02684  	44b295ea  	1152554474  	429497
02685  	44b923a3  	1152983971  	429497
02686  	44bfb15c  	1153413468  	429497
02687  	44c63f14  	1153842964  	429496
02688  	44cccccd  	1154272461  	429497
02689  	44d35a86  	1154701958  	429497
02690  	44d9e83e  	1155131454  	429496
02691  	44e075f7  	1155560951  	429497
02692  	44e703b0  	1155990448  	429497
02693  	44ed9169  	1156419945  	429497
02694  	44f41f21  	1156849441  	429496
02695  	44faacda  	1157278938  	429497
02696  	45013a93  	1157708435  	429497
02697  	4507c84c  	1158137932  	429497
02698  	450e5604  	1158567428  	429496
02699  	4514e3bd  	1158996925  	429497
02700  	451b7176  	1159426422  	429497
02701  	4521ff2f  	1159855919  	429497
02702  	45288ce7  	1160285415  	429496
02703  	452f1aa0  	1160714912  	429497
02704  	4535a859  	1161144409  	429497
02705  	453c3611  	1161573905  	429496
02706  	4542c3ca  	1162003402  	429497
02707  	45495183  	1162432899  	429497
02708  	454fdf3c  	1162862396  	429497
02709  	45566cf4  	1163291892  	429496
02710  	455cfaad  	1163721389  	429497
02711  	45638866  	1164150886  	429497
02712  	456a161f  	1164580383  	429497
02713  	4570a3d7  	1165009879  	429496
02714  	45773190  	1165439376  	429497
02715  	457dbf49  	1165868873  	429497
02716  	45844d01  	1166298369  	429496
02717  	458adaba  	1166727866  	429497
02718  	45916873  	1167157363  	429497
02719  	4597f62c  	1167586860  	429497
02720  	459e83e4  	1168016356  	429496
02721  	45a5119d  	1168445853  	429497
02722  	45ab9f56  	1168875350  	429497
02723  	45b22d0f  	1169304847  	429497
02724  	45b8bac7  	1169734343  	429496
02725  	45bf4880  	1170163840  	429497
02726  	45c5d639  	1170593337  	429497
02727  	45cc63f1  	1171022833  	429496
02728  	45d2f1aa  	1171452330  	429497
02729  	45d97f63  	1171881827  	429497
02730  	45e00d1c  	1172311324  	429497
02731  	45e69ad4  	1172740820  	429496
02732  	45ed288d  	1173170317  	429497
02733  	45f3b646  	1173599814  	429497
02734  	45fa43ff  	1174029311  	429497
02735  	4600d1b7  	1174458807  	429496
02736  	46075f70  	1174888304  	429497
02737  	460ded29  	1175317801  	429497
02738  	46147ae2  	1175747298  	429497
02739  	461b089a  	1176176794  	429496
02740  	46219653  	1176606291  	429497
02741  	4628240c  	1177035788  	429497
02742  	462eb1c4  	1177465284  	429496
02743  	46353f7d  	1177894781  	429497
02744  	463bcd36  	1178324278  	429497
02745  	46425aef  	1178753775  	429497
02746  	4648e8a7  	1179183271  	429496
02747  	464f7660  	1179612768  	429497
02748  	46560419  	1180042265  	429497
02749  	465c91d2  	1180471762  	429497
02750  	46631f8a  	1180901258  	429496
02751  	4669ad43  	1181330755  	429497
02752  	46703afc  	1181760252  	429497
02753  	4676c8b4  	1182189748  	429496
02754  	467d566d  	1182619245  	429497
02755  	4683e426  	1183048742  	429497
02756  	468a71df  	1183478239  	429497
02757  	4690ff97  	1183907735  	429496
02758  	46978d50  	1184337232  	429497
02759  	469e1b09  	1184766729  	429497
02760  	46a4a8c2  	1185196226  	429497
02761  	46ab367a  	1185625722  	429496
02762  	46b1c433  	1186055219  	429497
02763  	46b851ec  	1186484716  	429497
02764  	46bedfa4  	1186914212  	429496
02765  	46c56d5d  	1187343709  	429497
02766  	46cbfb16  	1187773206  	429497
02767  	46d288cf  	1188202703  	429497
02768  	46d91687  	1188632199  	429496
02769  	46dfa440  	1189061696  	429497
02770  	46e631f9  	1189491193  	429497
02771  	46ecbfb2  	1189920690  	429497
02772  	46f34d6a  	1190350186  	429496
02773  	46f9db23  	1190779683  	429497
02774  	470068dc  	1191209180  	429497
02775  	4706f694  	1191638676  	429496
02776  	470d844d  	1192068173  	429497
02777  	47141206  	1192497670  	429497
02778  	471a9fbf  	1192927167  	429497
02779  	47212d77  	1193356663  	429496
02780  	4727bb30  	1193786160  	429497
02781  	472e48e9  	1194215657  	429497
02782  	4734d6a2  	1194645154  	429497
02783  	473b645a  	1195074650  	429496
02784  	4741f213  	1195504147  	429497
02785  	47487fcc  	1195933644  	429497
02786  	474f0d85  	1196363141  	429497
02787  	47559b3d  	1196792637  	429496
02788  	475c28f6  	1197222134  	429497
02789  	4762b6af  	1197651631  	429497
02790  	47694467  	1198081127  	429496
02791  	476fd220  	1198510624  	429497
02792  	47765fd9  	1198940121  	429497
02793  	477ced92  	1199369618  	429497
02794  	47837b4a  	1199799114  	429496
02795  	478a0903  	1200228611  	429497
02796  	479096bc  	1200658108  	429497
02797  	47972475  	1201087605  	429497
02798  	479db22d  	1201517101  	429496
02799  	47a43fe6  	1201946598  	429497
02800  	47aacd9f  	1202376095  	429497
02801  	47b15b57  	1202805591  	429496
02802  	47b7e910  	1203235088  	429497
02803  	47be76c9  	1203664585  	429497
02804  	47c50482  	1204094082  	429497
02805  	47cb923a  	1204523578  	429496
02806  	47d21ff3  	1204953075  	429497
02807  	47d8adac  	1205382572  	429497
02808  	47df3b65  	1205812069  	429497
02809  	47e5c91d  	1206241565  	429496
02810  	47ec56d6  	1206671062  	429497
02811  	47f2e48f  	1207100559  	429497
02812  	47f97247  	1207530055  	429496
02813  	48000000  	1207959552  	429497
02814  	48068db9  	1208389049  	429497
02815  	480d1b72  	1208818546  	429497
02816  	4813a92a  	1209248042  	429496
02817  	481a36e3  	1209677539  	429497
02818  	4820c49c  	1210107036  	429497
02819  	48275255  	1210536533  	429497
02820  	482de00d  	1210966029  	429496
02821  	48346dc6  	1211395526  	429497
02822  	483afb7f  	1211825023  	429497
02823  	48418938  	1212254520  	429497
02824  	484816f0  	1212684016  	429496
02825  	484ea4a9  	1213113513  	429497
02826  	48553262  	1213543010  	429497
02827  	485bc01a  	1213972506  	429496
02828  	48624dd3  	1214402003  	429497
02829  	4868db8c  	1214831500  	429497
02830  	486f6945  	1215260997  	429497
02831  	4875f6fd  	1215690493  	429496
02832  	487c84b6  	1216119990  	429497
02833  	4883126f  	1216549487  	429497
02834  	4889a028  	1216978984  	429497
02835  	48902de0  	1217408480  	429496
02836  	4896bb99  	1217837977  	429497
02837  	489d4952  	1218267474  	429497
02838  	48a3d70a  	1218696970  	429496
02839  	48aa64c3  	1219126467  	429497
02840  	48b0f27c  	1219555964  	429497
02841  	48b78035  	1219985461  	429497
02842  	48be0ded  	1220414957  	429496
02843  	48c49ba6  	1220844454  	429497
02844  	48cb295f  	1221273951  	429497
02845  	48d1b718  	1221703448  	429497
02846  	48d844d0  	1222132944  	429496
02847  	48ded289  	1222562441  	429497
02848  	48e56042  	1222991938  	429497
02849  	48ebedfa  	1223421434  	429496
02850  	48f27bb3  	1223850931  	429497
02851  	48f9096c  	1224280428  	429497
02852  	48ff9725  	1224709925  	429497
02853  	490624dd  	1225139421  	429496
02854  	490cb296  	1225568918  	429497
02855  	4913404f  	1225998415  	429497
02856  	4919ce08  	1226427912  	429497
02857  	49205bc0  	1226857408  	429496
02858  	4926e979  	1227286905  	429497
02859  	492d7732  	1227716402  	429497
02860  	493404eb  	1228145899  	429497
02861  	493a92a3  	1228575395  	429496
02862  	4941205c  	1229004892  	429497
02863  	4947ae15  	1229434389  	429497
02864  	494e3bcd  	1229863885  	429496
02865  	4954c986  	1230293382  	429497
02866  	495b573f  	1230722879  	429497
02867  	4961e4f8  	1231152376  	429497
02868  	496872b0  	1231581872  	429496
02869  	496f0069  	1232011369  	429497
02870  	49758e22  	1232440866  	429497
02871  	497c1bdb  	1232870363  	429497
02872  	4982a993  	1233299859  	429496
02873  	4989374c  	1233729356  	429497
02874  	498fc505  	1234158853  	429497
02875  	499652bd  	1234588349  	429496
02876  	499ce076  	1235017846  	429497
02877  	49a36e2f  	1235447343  	429497
02878  	49a9fbe8  	1235876840  	429497
02879  	49b089a0  	1236306336  	429496
02880  	49b71759  	1236735833  	429497
02881  	49bda512  	1237165330  	429497
